番号,百景,ポイント,説明,緯度,経度,写真,画像URL1,画像URL2,画像URL3,画像URL4,画像URL5
46_6,近松文学のふるさと　吉江,吉江七曲り,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.987064,136.17421,,,,,,
46_7,近松文学のふるさと　吉江,吉江七曲り,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.988209,136.174438,,,,,,
46_8,近松文学のふるさと　吉江,吉江七曲り,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.987686,136.176422,,,,,,
46_9,近松文学のふるさと　吉江,吉江七曲り,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.988194,136.176483,,,,,,
46_10,近松文学のふるさと　吉江,吉江七曲り,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.988262,136.179825,,,,,,
46_11,近松文学のふるさと　吉江,春慶寺の大杉と石仏,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.989986,136.176636,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/463.jpg,,,,
46_12,近松文学のふるさと　吉江,榎お清水,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.989483,136.177475,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/464.jpg,,,,
46_13,近松文学のふるさと　吉江,西光寺表門（旧吉江藩舘の表門）,鯖江市の吉江町界隈は、江戸時代に、福井藩の支藩である吉江藩の城下町で、当時の面影を今に伝えています。「吉江七曲り」は城下町特有の道路割で、その名のとおり道路が七つの鉤型に曲りながら町並みを貫いています。かつては武家屋敷が建ち並んでいましたが、現在も旧家の古風な塀垣が当時を偲ばせてくれます。,35.982426,136.170486,,,,,,
47_1,つつじの絨毯　西山公園,西山公園,鯖江市民憩いの場、西山公園は、約５万株のつつじが咲き乱れる日本海側随一のつつじの名勝で、「日本の歴史公園100選」にも選ばれています。春のさくら、初夏のつつじ、秋のもみじ、冬の雪つりなど四季折々の景観が楽しめ、「つつじまつり」や「もみじまつり」には多くの人で賑わいます。,35.950546,136.182281,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/471.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/472.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/473.jpg,,
47_2,つつじの絨毯　西山公園,紅葉に映える日本庭園（嚮陽庭園）,鯖江市民憩いの場、西山公園は、約５万株のつつじが咲き乱れる日本海側随一のつつじの名勝で、「日本の歴史公園100選」にも選ばれています。春のさくら、初夏のつつじ、秋のもみじ、冬の雪つりなど四季折々の景観が楽しめ、「つつじまつり」や「もみじまつり」には多くの人で賑わいます。,35.951069,136.184662,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/474.jpg,,,,
47_3,つつじの絨毯　西山公園,西山動物園,鯖江市民憩いの場、西山公園は、約５万株のつつじが咲き乱れる日本海側随一のつつじの名勝で、「日本の歴史公園100選」にも選ばれています。春のさくら、初夏のつつじ、秋のもみじ、冬の雪つりなど四季折々の景観が楽しめ、「つつじまつり」や「もみじまつり」には多くの人で賑わいます。,35.950714,136.180939,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/475.jpg,,,,
48_1,門前町と城下町の面影　鯖江の町並み,誠照寺,鯖江は、中世には親鸞聖人ゆかりの本山誠照寺(じょうしょうじ)の門前町として、また、近世には鯖江藩5万石の城下町として栄えました。門前の通り沿いには、寺院などが建ち並び、歴史の風情のある町並みが残されています。,35.946991,136.184525,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/481.jpg,,,,
48_2,門前町と城下町の面影　鯖江の町並み,あめや呉服店（国登録文化財）,鯖江は、中世には親鸞聖人ゆかりの本山誠照寺(じょうしょうじ)の門前町として、また、近世には鯖江藩5万石の城下町として栄えました。門前の通り沿いには、寺院などが建ち並び、歴史の風情のある町並みが残されています。,35.94672,136.185287,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/482.jpg,,,,
48_3,門前町と城下町の面影　鯖江の町並み,萬慶寺山門（市文化財）,鯖江は、中世には親鸞聖人ゆかりの本山誠照寺(じょうしょうじ)の門前町として、また、近世には鯖江藩5万石の城下町として栄えました。門前の通り沿いには、寺院などが建ち並び、歴史の風情のある町並みが残されています。,35.941654,136.185165,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/483.jpg,,,,
48_4,門前町と城下町の面影　鯖江の町並み,植田家長屋門（市文化財）,鯖江は、中世には親鸞聖人ゆかりの本山誠照寺(じょうしょうじ)の門前町として、また、近世には鯖江藩5万石の城下町として栄えました。門前の通り沿いには、寺院などが建ち並び、歴史の風情のある町並みが残されています。,35.94479,136.18721,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/484.jpg,,,,
49_1,越前漆器の伝統受け継ぐうるしの里　河和田,河和田地区の中道沿いの町並み,河和田地区を中心として生産されている越前漆器は、1500年余の歴史と伝統を誇り、その優雅さと堅牢さは全国でも有名で、国の伝統的工芸品に指定されています。河和田町の中道や大門通り沿いには、漆器工房や黒瓦屋根の家並みなど「うるしの里」にふさわしい町並みが残されています。,35.951969,136.271683,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/491.jpg,,,,
49_2,越前漆器の伝統受け継ぐうるしの里　河和田,漆器神社参道から見た河和田の町並み,河和田地区を中心として生産されている越前漆器は、1500年余の歴史と伝統を誇り、その優雅さと堅牢さは全国でも有名で、国の伝統的工芸品に指定されています。河和田町の中道や大門通り沿いには、漆器工房や黒瓦屋根の家並みなど「うるしの里」にふさわしい町並みが残されています。,35.952557,136.269333,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/492.jpg,,,,
49_3,越前漆器の伝統受け継ぐうるしの里　河和田,桃源清水（鯖江市上河内町）,河和田地区を中心として生産されている越前漆器は、1500年余の歴史と伝統を誇り、その優雅さと堅牢さは全国でも有名で、国の伝統的工芸品に指定されています。河和田町の中道や大門通り沿いには、漆器工房や黒瓦屋根の家並みなど「うるしの里」にふさわしい町並みが残されています。,35.943104,136.318985,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/493.jpg,,,,
